chrom,systematic name,common name,Simple Type,Half-Life           (in minutes),Description
chr4,YDR034C-A,YDR034C-A,CDS,50,Putative protein of unknown function  contained within the solo Ty1 LTR element YDRWdelta7
chr12,YLR164W,YLR164W,CDS,50,"Mitochondrial inner membrane of unknown function  similar to Tim18p and Sdh4p  expression induced by nitrogen limitation in a GLN3, GAT1-dependent manner"
chr13,YML058W,SML1,CDS,50,Ribonucleotide reductase inhibitor involved in regulating dNTP production  regulated by Mec1p and Rad53p during DNA damage and S phase
chr12,YLR050C,YLR050C,CDS,50,Putative protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum  YLR050C is not an essential gene
chr4,YDL057W,YDL057W,CDS,50,Putative protein of unknown function  YDL057W is not an essential gene
chr7,YGL198W,YIP4,CDS,50,"Protein that interacts with Rab GTPases, localized to late Golgi vesicles  computational analysis of large-scale protein-protein interaction data suggests a possible role in vesicle-mediated transport"
chr4,YDR247W,VHS1,CDS,50,"Cytoplasmic serine/threonine protein kinase  identified as a high-copy suppressor of the synthetic lethality of a sis2 sit4 double mutant, suggesting a role in G1/S phase progression  homolog of Sks1p"
chr14,YNL265C,YNL265C,CDS,50,Protein with a positive role in the multivesicular body sorting pathway  functions and forms a complex with Did2p  recruitment to endosomes is mediated by the Vps2p-Vps24p subcomplex of ESCRT-III  also interacts with Vps4p
chr7,YGL060W,YBP2,CDS,50,Central kinetochore associated protein that mediates mitotic progression  interacts with several central kinetochore proteins and the centromeric histone Cse4p  role in resistance to oxidative stress  similarity to Ybp1p and Slk19p
chr5,YER017C,AFG3,CDS,50,"Component, with Yta12p, of the mitochondrial inner membrane m-AAA protease that mediates degradation of misfolded or unassembled proteins and is also required for correct assembly of mitochondrial enzyme complexes"
chr8,YHR016C,YHR016C,CDS,50,Protein involved in the organization of the actin cytoskeleton  contains SH3 domain similar to Rvs167p
chr4,YDR410C,STE14,CDS,50,"Farnesyl cysteine-carboxyl methyltransferase, mediates the carboxyl methylation step during C-terminal CAAX motif processing of a-factor and RAS proteins in the endoplasmic reticulum, localizes to the ER membrane"
chr4,YDR067C,YDR067C,CDS,50,"Cytoplasmic protein required for replication of Brome mosaic virus in S. cerevisiae, which is a model system for studying positive-strand RNA virus replication  null mutation confers sensitivity to tunicamycin and DTT"
chr4,YDL091C,UBX3,CDS,50,"UBX (ubiquitin regulatory X) domain-containing protein that interacts with Cdc48p, green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern"
chr4,YDL046W,YDL046W,CDS,50,"Functional homolog of human NPC2/He1, which is a cholesterol-binding protein whose deficiency causes Niemann-Pick type C2 disease involving retention of cholesterol in lysosomes"
chr4,YDL130W-A,STF1,CDS,50,Protein involved in regulation of the mitochondrial F1F0-ATP synthase  Stf1p and Stf2p may act as stabilizing factors that enhance inhibitory action of the Inh1p protein
chr2,YBL050W,YBL050W,CDS,50,"Peripheral membrane protein required for vesicular transport between ER and Golgi and for the 'priming' step in homotypic vacuole fusion, part of the cis-SNARE complex  has similarity to alpha-SNAP"
chr15,YOR076C,SKI7,CDS,50,"Putative GTPase that mediates interactions via its N-terminus between the exosome and Ski complex (Ski2p, Ski3p, Ski8p) which operate in the 3'-to-5' mRNA-decay pathway  cytoplasmic protein required for degrading nonstop mRNAs"
chr16,YPR115W,YPR115W,CDS,50,Pleckstrin homology domain containing protein proposed to function as a glycerol channel activator  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm
chr4,YDR479C,PEX29,CDS,50,"Peroxisomal integral membrane peroxin, involved in the regulation of peroxisomal size, number and distribution  genetic interactions suggest that Pex28p and Pex29p act at steps upstream of those mediated by Pex30p, Pex31p, and Pex32p"
chr10,YJR155W,AAD10,CDS,50,Putative aryl-alcohol dehydrogenase with similarity to P. chrysosporium aryl-alcohol dehydrogenase  mutational analysis has not yet revealed a physiological role
chr11,YKR017C,YKR017C,CDS,50,Putative protein of unknown function  contains a RING finger motif
chr12,YLR290C,YLR290C,CDS,50,"Putative protein of unknown function  the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies  YLR290C is not an essential gene"
chr10,YJL082W,IML2,CDS,50,"Protein of unknown function  the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
chr11,YKL039W,PTM1,CDS,50,"Protein of unknown function, copurifies with late Golgi vesicles containing the v-SNARE Tlg2p"
chr4,YDR483W,KRE2,CDS,50,"Alpha1,2-mannosyltransferase of the Golgi involved in protein mannosylation"
chr10,YJL213W,YJL213W,CDS,50,"Protein of unknown function that may interact with ribosomes  periodically expressed during the yeast metabolic cycle  phosphorylated in vitro by the mitotic exit network (MEN) kinase complex, Dbf2p/Mob1p"
chr13,YMR124W,YMR124W,CDS,50,"Protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the cell periphery, cytoplasm, bud, and bud neck  interacts with Crm1p in two-hybrid assay  YMR124W is not an essential gene"
chr6,YFL047W,RGD2,CDS,50,GTPase-activating protein (RhoGAP) for Cdc42p and Rho5p
chr12,YLR387C,REH1,CDS,50,"Protein of unknown function, similar to Rei1p but not involved in bud growth  contains dispersed C2H2 zinc finger domains"
chr10,YJR138W,IML1,CDS,51,"Protein of unknown function, green fluorescent protein (GFP)-fusion protein localizes to the vacuolar membrane"
chr4,YDR463W,YDR463W,CDS,51,"Transcription factor, undergoes proteolytic processing by SPS (Ssy1p-Ptr3p-Ssy5p)-sensor component Ssy5p in response to extracellular amino acids  activates transcription of amino acid permease genes and may have a role in tRNA processing"
chr1,YAL040C,CLN3,CDS,51,"G1 cyclin involved in cell cycle progression  activates Cdc28p kinase to promote the G1 to S phase transition  plays a role in regulating transcription of the other G1 cyclins, CLN1 and CLN2  regulated by phosphorylation and proteolysis"
chr16,YPL152W,RRD2,CDS,51,"Activator of the phosphotyrosyl phosphatase activity of PP2A,peptidyl-prolyl cis/trans-isomerase  regulates G1 phase progression, the osmoresponse, microtubule dynamics  subunit of the Tap42p-Pph21p-Rrd2p complex"
chr2,YBL016W,FUS3,CDS,51,"Mitogen-activated serine/threonine protein kinase involved in mating  phosphoactivated by Ste7p  substrates include Ste12p, Far1p, Bni1p, Sst2p  inhibits invasive growth during mating by phosphorylating Tec1p, promoting its degradation"
chr6,YFL057C,AAD16,CDS,51,Putative aryl-alcohol dehydrogenase with similarity to P. chrysosporium aryl-alcohol dehydrogenase  mutational analysis has not yet revealed a physiological role
chr15,YOL026C,MIM1,CDS,51,"Mitochondrial outer membrane protein, required for assembly of the translocase of the outer membrane (TOM) complex and thereby for mitochondrial protein import  N terminus is exposed to the cytosol: transmembrane segment is highly conserved"
chr13,YMR008C,PLB1,CDS,51,"Phospholipase B (lysophospholipase) involved in lipid metabolism, required for deacylation of phosphatidylcholine and phosphatidylethanolamine but not phosphatidylinositol"
chr11,YKL109W,HAP4,CDS,51,"Subunit of the heme-activated, glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex, a transcriptional activator and global regulator of respiratory gene expression  provides the principal activation function of the complex"
chr14,YNL219C,ALG9,CDS,51,"Mannosyltransferase, involved in N-linked glycosylation  catalyzes the transfer of mannose from Dol-P-Man to lipid-linked oligosaccharides  mutation of the human ortholog causes type 1 congenital disorders of glycosylation"
chr13,YMR251W-A,HOR7,CDS,51,Protein of unknown function  overexpression suppresses Ca2+ sensitivity of mutants lacking inositol phosphorylceramide mannosyltransferases Csg1p and Csh1p  transcription is induced under hyperosmotic stress and repressed by alpha factor
chr16,YPR185W,ATG13,CDS,51,"Regulatory subunit of the Atg1p signaling complex  stimulates Atg1p kinase activity  required for vesicle formation during autophagy and the cytoplasm-to-vacuole targeting (Cvt) pathway  involved in Atg9p, Atg23p, and Atg27p cycling"
chr7,YGL237C,HAP2,CDS,51,"Subunit of the heme-activated, glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex, a transcriptional activator and global regulator of respiratory gene expression  contains sequences sufficient for both complex assembly and DNA binding"
chr4,YDR309C,GIC2,CDS,51,"Redundant rho-like GTPase Cdc42p effector  homolog of Gic1p  involved in initiation of budding and cellular polarization  interacts with Cdc42p via the Cdc42/Rac-interactive binding (CRIB) domain and with PI(4,5)P2 via a polybasic region"
chr11,YKR064W,YKR064W,CDS,51,"Zinc cluster protein  regulates transcription in response to oleate levels  the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
chr15,YOR157C,PUP1,CDS,51,"Endopeptidase with trypsin-like activity that cleaves after basic residues  beta 2 subunit of 20S proteasome, synthesized as a proprotein before being proteolytically processed for assembly into 20S particle  human homolog is subunit Z"
chr5,YER182W,YER182W,CDS,51,"Putative protein of unknown function  the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
chr4,YDR425W,SNX41,CDS,51,"Sorting nexin, involved in the retrieval of late-Golgi SNAREs from the post-Golgi endosome to the trans-Golgi network  interacts with Snx4p"
chr13,YMR219W,ESC1,CDS,51,"Protein localized to the nuclear periphery, involved in telomeric silencing  interacts with PAD4-domain of Sir4p"
chr2,YBR295W,PCA1,CDS,51,"Cadmium transporting P-type ATPase  may also have a role in copper and iron homeostasis  stabilized by Cd binding, which prevents ubiquitination  S288C and other lab strains contain a G970R mutation which eliminates Cd transport function"
chr1,YAR014C,BUD14,CDS,51,"Protein involved in bud-site selection, Bud14p-Glc7p complex functions as a cortical regulator of dynein  diploid mutants display a random budding pattern instead of the wild-type bipolar pattern"
chr9,YIL015W,BAR1,CDS,51,"Aspartyl protease secreted into the periplasmic space of mating type a cells, helps cells find mating partners, cleaves and inactivates alpha factor allowing cells to recover from alpha-factor-induced cell cycle arrest"
chr13,YMR311C,GLC8,CDS,51,"Regulatory subunit of protein phosphatase 1 (Glc7p), involved in glycogen metabolism and chromosome segregation  proposed to regulate Glc7p activity via conformational alteration  ortholog of the mammalian protein phosphatase inhibitor 2"
chr2,YBR140C,IRA1,CDS,51,"GTPase-activating protein that negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form, required for reducing cAMP levels under nutrient limiting conditions, mediates membrane association of adenylate cyclase"
chr5,YER014W,HEM14,CDS,51,"Protoporphyrinogen oxidase, a mitochondrial enzyme that catalyzes the seventh step in the heme biosynthetic pathway, converting protoporphyrinogen IX to protoporphyrin IX"
chr6,YFL012W,YFL012W,CDS,51,Putative protein of unknown function  transcribed during sporulation  null mutant exhibits increased resistance to rapamycin
chr2,YBR228W,SLX1,CDS,51,"Subunit of a complex, with Slx4p, that hydrolyzes 5' branches from duplex DNA in response to stalled or converging replication forks  function overlaps with that of Sgs1p-Top3p"
chr14,YNL208W,YNL208W,CDS,51,"Protein of unknown function  may interact with ribosomes, based on co-purification experiments  authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies  potential orthologs found in other fungi"
chr11,YKR011C,YKR011C,CDS,51,Putative protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the nucleus
chr7,YGR143W,SKN1,CDS,51,Protein involved in sphingolipid biosynthesis  type II membrane protein with similarity to Kre6p
chr7,YGR199W,PMT6,CDS,51,"Protein O-mannosyltransferase, transfers mannose from dolichyl phosphate-D-mannose to protein serine/threonine residues of secretory proteins  reaction is essential for cell wall rigidity  member of a family of mannosyltransferases"
chr2,YBR212W,NGR1,CDS,51,RNA binding protein that negatively regulates growth rate  interacts with the 3' UTR of the mitochondrial porin (POR1) mRNA and enhances its degradation  overexpression impairs mitochondrial function  expressed in stationary phase
chr5,YEL038W,UTR4,CDS,51,"Protein with sequence similarity to 2,3-diketo-5-methylthiopentyl-1-phosphate enolase-phosphatases, involved in methionine salvage  found in both the cytoplasm and nucleus"
chr4,YDR453C,TSA2,CDS,51,"Stress inducible cytoplasmic thioredoxin peroxidase  cooperates with Tsa1p in the removal of reactive oxygen, nitrogen and sulfur species using thioredoxin as hydrogen donor  deletion enhances the mutator phenotype of tsa1 mutants"
chr13,YMR030W,RSF1,CDS,51,Protein required for respiratory growth  localized to both the nucleus and mitochondrion  mutant displays decreased transcription of specific nuclear and mitochondrial genes whose products are involved in respiratory growth
